altersklasse_covid19,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
0 - 9,CH,202009,2,2,0.038,3.8,873043,0.23,0.23,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202009,0,0,0,0,844155,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202009,6,6,0.115,11.5,1045350,0.57,0.57,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202009,8,8,0.154,15.4,1229176,0.65,0.65,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202009,3,3,0.058,5.800000000000001,1198325,0.25,0.25,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202009,6,6,0.115,11.5,1292837,0.46,0.46,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202009,3,3,0.058,5.800000000000001,947959,0.32,0.32,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202009,8,8,0.154,15.4,721518,1.11,1.11,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202009,16,16,0.308,30.8,453670,3.53,3.53,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202009,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202010,1,3,0.009,0.8999999999999999,873043,0.11,0.34,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,-1,-0.12,-50,-2.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202010,1,1,0.009,0.8999999999999999,844155,0.12,0.12,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,1,0.12,NA,0.8999999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202010,5,11,0.045,4.5,1045350,0.48,1.05,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,-1,-0.09,-16.7,-7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202010,4,12,0.036,3.5999999999999996,1229176,0.33,0.98,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,-4,-0.32,-50,-11.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202010,11,14,0.099,9.9,1198325,0.92,1.17,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,8,0.67,266.7,4.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202010,14,20,0.126,12.6,1292837,1.08,1.55,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,8,0.62,133.3,1.0999999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202010,17,20,0.153,15.299999999999999,947959,1.79,2.11,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,14,1.47,466.7,9.499999999999998,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202010,21,29,0.189,18.9,721518,2.91,4.02,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,13,1.8,162.5,3.4999999999999982,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202010,37,53,0.333,33.300000000000004,453670,8.16,11.68,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,21,4.63,131.2,2.5000000000000036,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202010,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-10,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202011,3,6,0.009,0.8999999999999999,873043,0.34,0.69,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,2,0.23,200,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202011,2,3,0.006,0.6,844155,0.24,0.36,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,1,0.12,100,-0.29999999999999993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202011,13,24,0.037,3.6999999999999997,1045350,1.24,2.3,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,8,0.76,160,-0.8000000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202011,13,25,0.037,3.6999999999999997,1229176,1.06,2.03,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,9,0.73,225,0.10000000000000009,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202011,23,37,0.066,6.6000000000000005,1198325,1.92,3.09,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,12,1,109.1,-3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202011,34,54,0.097,9.700000000000001,1292837,2.63,4.18,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,20,1.55,142.9,-2.8999999999999986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202011,41,61,0.117,11.700000000000001,947959,4.33,6.43,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,24,2.54,141.2,-3.599999999999998,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202011,102,131,0.291,29.099999999999998,721518,14.14,18.16,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,81,11.23,385.7,10.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202011,119,172,0.34,34,453670,26.23,37.91,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,82,18.07,221.6,0.6999999999999957,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202011,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-11,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202012,7,13,0.008,0.8,873043,0.8,1.49,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,4,0.46,133.3,-0.09999999999999987,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202012,5,8,0.006,0.6,844155,0.59,0.95,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,3,0.35,150,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202012,18,42,0.022,2.1999999999999997,1045350,1.72,4.02,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,5,0.48,38.5,-1.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202012,32,57,0.038,3.8,1229176,2.6,4.64,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,19,1.54,146.2,0.10000000000000009,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202012,50,87,0.06,6,1198325,4.17,7.26,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,27,2.25,117.4,-0.6000000000000005,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202012,124,178,0.148,14.799999999999999,1292837,9.59,13.77,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,90,6.96,264.7,5.099999999999998,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202012,141,202,0.168,16.8,947959,14.87,21.31,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,100,10.54,243.9,5.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202012,205,336,0.245,24.5,721518,28.41,46.57,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,103,14.27,101,-4.599999999999998,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202012,255,427,0.305,30.5,453670,56.21,94.12,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,136,29.98,114.3,-3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202012,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-12,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202013,1,14,0.001,0.1,873043,0.11,1.6,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,-6,-0.69,-85.7,-0.7000000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202013,10,18,0.009,0.8999999999999999,844155,1.18,2.13,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,5,0.59,100,0.29999999999999993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202013,23,65,0.02,2,1045350,2.2,6.22,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,5,0.48,27.8,-0.19999999999999973,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202013,29,86,0.025,2.5,1229176,2.36,7,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,-3,-0.24,-9.4,-1.2999999999999998,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202013,77,164,0.066,6.6000000000000005,1198325,6.43,13.69,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,27,2.26,54,0.6000000000000005,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202013,185,363,0.159,15.9,1292837,14.31,28.08,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,61,4.72,49.2,1.1000000000000014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202013,224,426,0.193,19.3,947959,23.63,44.94,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,83,8.76,58.9,2.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202013,296,632,0.255,25.5,721518,41.02,87.59,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,91,12.61,44.4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202013,318,745,0.273,27.3,453670,70.1,164.22,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,63,13.89,24.7,-3.1999999999999993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202013,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-13,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202014,6,20,0.009,0.8999999999999999,873043,0.69,2.29,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,5,0.58,500,0.7999999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202014,6,24,0.009,0.8999999999999999,844155,0.71,2.84,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,-4,-0.47,-40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202014,12,77,0.018,1.7999999999999998,1045350,1.15,7.37,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,-11,-1.05,-47.8,-0.20000000000000018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202014,20,106,0.03,3,1229176,1.63,8.62,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,-9,-0.73,-31,0.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202014,44,208,0.066,6.6000000000000005,1198325,3.67,17.36,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,-33,-2.76,-42.9,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202014,100,463,0.15,15,1292837,7.73,35.81,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,-85,-6.58,-45.9,-0.9000000000000004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202014,130,556,0.195,19.5,947959,13.71,58.65,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,-94,-9.92,-42,0.1999999999999993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202014,156,788,0.235,23.5,721518,21.62,109.21,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,-140,-19.4,-47.3,-2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202014,190,935,0.286,28.599999999999998,453670,41.88,206.1,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,-128,-28.22,-40.3,1.2999999999999972,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202014,1,1,0.002,0.2,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-14,1,NA,NA,0.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202015,1,21,0.003,0.3,873043,0.11,2.41,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-5,-0.58,-83.3,-0.5999999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202015,4,28,0.011,1.0999999999999999,844155,0.47,3.32,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-2,-0.24,-33.3,0.19999999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202015,19,96,0.052,5.2,1045350,1.82,9.18,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,7,0.67,58.3,3.4000000000000004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202015,12,118,0.033,3.3000000000000003,1229176,0.98,9.6,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-8,-0.65,-40,0.30000000000000027,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202015,26,234,0.071,7.1,1198325,2.17,19.53,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-18,-1.5,-40.9,0.4999999999999991,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202015,45,508,0.124,12.4,1292837,3.48,39.29,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-55,-4.25,-55,-2.5999999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202015,54,610,0.148,14.799999999999999,947959,5.7,64.35,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-76,-8.01,-58.5,-4.700000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202015,91,879,0.25,25,721518,12.61,121.83,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-65,-9.01,-41.7,1.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202015,112,1047,0.308,30.8,453670,24.69,230.78,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-78,-17.19,-41.1,2.200000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202015,0,1,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-15,-1,NA,-100,-0.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202016,0,21,0,0,873043,0,2.41,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,-1,-0.11,-100,-0.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202016,2,30,0.009,0.8999999999999999,844155,0.24,3.55,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,-2,-0.23,-50,-0.19999999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202016,9,105,0.041,4.1000000000000005,1045350,0.86,10.04,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,-10,-0.96,-52.6,-1.0999999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202016,12,130,0.055,5.5,1229176,0.98,10.58,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,0,0,0,2.1999999999999997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202016,15,249,0.068,6.800000000000001,1198325,1.25,20.78,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,-11,-0.92,-42.3,-0.29999999999999893,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202016,35,543,0.159,15.9,1292837,2.71,42,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,-10,-0.77,-22.2,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202016,28,638,0.127,12.7,947959,2.95,67.3,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,-26,-2.75,-48.1,-2.0999999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202016,49,928,0.223,22.3,721518,6.79,128.62,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,-42,-5.82,-46.2,-2.6999999999999993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202016,70,1117,0.318,31.8,453670,15.43,246.21,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,-42,-9.26,-37.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202016,0,1,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-16,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202017,0,21,0,0,873043,0,2.41,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202017,3,33,0.028,2.8000000000000003,844155,0.36,3.91,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,1,0.12,50,1.9000000000000004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202017,3,108,0.028,2.8000000000000003,1045350,0.29,10.33,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,-6,-0.57,-66.7,-1.3000000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202017,6,136,0.057,5.7,1229176,0.49,11.06,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,-6,-0.49,-50,0.20000000000000018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202017,6,255,0.057,5.7,1198325,0.5,21.28,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,-9,-0.75,-60,-1.1000000000000005,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202017,15,558,0.142,14.2,1292837,1.16,43.16,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,-20,-1.55,-57.1,-1.700000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202017,22,660,0.208,20.8,947959,2.32,69.62,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,-6,-0.63,-21.4,8.100000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202017,16,944,0.151,15.1,721518,2.22,130.84,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,-33,-4.57,-67.3,-7.200000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202017,35,1152,0.33,33,453670,7.71,253.93,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,-35,-7.72,-50,1.1999999999999993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202017,0,1,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202018,5,26,0.078,7.8,873043,0.57,2.98,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,5,0.57,NA,7.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202018,0,33,0,0,844155,0,3.91,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,-3,-0.36,-100,-2.8000000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202018,3,111,0.047,4.7,1045350,0.29,10.62,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,0,0,0,1.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202018,5,141,0.078,7.8,1229176,0.41,11.47,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,-1,-0.08,-16.7,2.0999999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202018,3,258,0.047,4.7,1198325,0.25,21.53,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,-3,-0.25,-50,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202018,7,565,0.109,10.9,1292837,0.54,43.7,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,-8,-0.62,-53.3,-3.299999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202018,8,668,0.125,12.5,947959,0.84,70.47,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,-14,-1.48,-63.6,-8.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202018,12,956,0.188,18.8,721518,1.66,132.5,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,-4,-0.56,-25,3.700000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202018,21,1173,0.328,32.800000000000004,453670,4.63,258.56,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,-14,-3.08,-40,-0.19999999999999574,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202018,0,1,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-18,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202019,0,26,0,0,873043,0,2.98,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,-5,-0.57,-100,-7.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202019,2,35,0.065,6.5,844155,0.24,4.15,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,2,0.24,NA,6.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202019,0,111,0,0,1045350,0,10.62,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,-3,-0.29,-100,-4.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202019,2,143,0.065,6.5,1229176,0.16,11.63,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,-3,-0.25,-60,-1.2999999999999998,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202019,1,259,0.032,3.2,1198325,0.08,21.61,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,-2,-0.17,-66.7,-1.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202019,3,568,0.097,9.700000000000001,1292837,0.23,43.93,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,-4,-0.31,-57.1,-1.1999999999999993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202019,5,673,0.161,16.1,947959,0.53,70.99,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,-3,-0.31,-37.5,3.6000000000000014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202019,6,962,0.194,19.400000000000002,721518,0.83,133.33,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,-6,-0.83,-50,0.6000000000000014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202019,12,1185,0.387,38.7,453670,2.65,261.2,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,-9,-1.98,-42.9,5.899999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202019,0,1,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-19,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202020,0,26,0,0,873043,0,2.98,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-20,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
