altersklasse_covid19,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
Unbekannt,FL,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,FR,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,GE,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,GL,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,GR,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,JU,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,LU,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,NE,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,NW,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,OW,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,SG,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,SH,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,SO,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,SZ,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,TG,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,TI,202049,0,1,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,UR,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,VD,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,VS,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,ZG,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Unbekannt,ZH,202049,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-49,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,AG,202050,1,18,0.01,1,71486,1.4,25.18,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-1.4,-50,-1.7000000000000002,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,AI,202050,0,0,0,0,1763,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,AR,202050,0,1,0,0,5944,0,16.82,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,BE,202050,0,9,0,0,101287,0,8.89,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,BL,202050,1,11,0.029,2.9000000000000004,27527,3.63,39.96,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,0,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,BS,202050,0,4,0,0,18565,0,21.55,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-2,-10.77,-100,-4.1000000000000005,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,FL,202050,0,0,0,0,4056,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,FR,202050,0,2,0,0,35588,0,5.62,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,GE,202050,0,0,0,0,52912,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,GL,202050,0,0,0,0,3943,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,GR,202050,1,5,0.042,4.2,17435,5.74,28.68,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,5.74,NA,4.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,JU,202050,0,2,0,0,7259,0,27.55,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,LU,202050,0,5,0,0,43077,0,11.61,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,NE,202050,0,3,0,0,17682,0,16.97,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,NW,202050,0,0,0,0,3889,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,OW,202050,0,0,0,0,3806,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,SG,202050,2,13,0.021,2.1,52827,3.79,24.61,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,1.9,100,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,SH,202050,0,0,0,0,7782,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,SO,202050,0,3,0,0,26649,0,11.26,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,SZ,202050,0,0,0,0,15589,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,TG,202050,0,3,0,0,29232,0,10.26,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,TI,202050,0,5,0,0,29500,0,16.95,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,UR,202050,0,1,0,0,3563,0,28.07,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,VD,202050,2,19,0.029,2.9000000000000004,86781,2.3,21.89,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,1.15,100,1.8000000000000005,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,VS,202050,0,1,0,0,33397,0,2.99,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,ZG,202050,0,1,0,0,13206,0,7.57,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-7.57,-100,-14.299999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0 - 9,ZH,202050,4,31,0.019,1.9,162354,2.46,19.09,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,0.61,33.3,0.3999999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,AG,202050,1,6,0.01,1,67323,1.49,8.91,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,0,-0.40000000000000013,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,AI,202050,0,0,0,0,1642,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,AR,202050,0,0,0,0,5254,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,BE,202050,3,13,0.019,1.9,96454,3.11,13.48,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,2,2.07,200,1.0999999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,BL,202050,0,0,0,0,27931,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,BS,202050,0,2,0,0,15404,0,12.98,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,FL,202050,0,0,0,0,3920,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,FR,202050,0,2,0,0,35792,0,5.59,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,GE,202050,0,7,0,0,53165,0,13.17,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,GL,202050,0,0,0,0,3848,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,GR,202050,0,3,0,0,17946,0,16.72,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,JU,202050,0,4,0,0,8058,0,49.64,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,LU,202050,0,4,0,0,40737,0,9.82,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,NE,202050,0,0,0,0,19307,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,NW,202050,0,1,0,0,3909,0,25.58,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,OW,202050,0,0,0,0,3784,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,SG,202050,0,4,0,0,51757,0,7.73,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,SH,202050,0,0,0,0,7621,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,SO,202050,0,2,0,0,25703,0,7.78,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,SZ,202050,0,0,0,0,15355,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,TG,202050,0,3,0,0,27381,0,10.96,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,TI,202050,0,3,0,0,33625,0,8.92,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,UR,202050,0,0,0,0,3794,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,VD,202050,2,16,0.029,2.9000000000000004,89543,2.23,17.87,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,2,2.23,NA,2.9000000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,VS,202050,0,3,0,0,34386,0,8.72,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,ZG,202050,0,2,0,0,12695,0,15.75,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10 - 19,ZH,202050,1,19,0.005,0.5,141741,0.71,13.4,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,0.71,NA,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,AG,202050,0,20,0,0,81244,0,24.62,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-1.23,-100,-1.4000000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,AI,202050,0,0,0,0,2104,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,AR,202050,0,2,0,0,6318,0,31.66,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,BE,202050,0,17,0,0,119810,0,14.19,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,BL,202050,1,16,0.029,2.9000000000000004,30548,3.27,52.38,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,3.27,NA,2.9000000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,BS,202050,0,5,0,0,23685,0,21.11,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,FL,202050,0,1,0,0,4509,0,22.18,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,FR,202050,0,8,0,0,42682,0,18.74,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,GE,202050,0,11,0,0,65068,0,16.91,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,GL,202050,0,5,0,0,4836,0,103.39,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,GR,202050,0,11,0,0,22953,0,47.92,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-4.36,-100,-3.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,JU,202050,0,1,0,0,9124,0,10.96,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,LU,202050,0,3,0,0,54054,0,5.55,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,NE,202050,0,6,0,0,22089,0,27.16,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-4.53,-100,-6.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,NW,202050,0,1,0,0,4884,0,20.48,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,OW,202050,0,1,0,0,4413,0,22.66,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,SG,202050,0,15,0,0,66380,0,22.6,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-1.51,-100,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,SH,202050,0,1,0,0,9517,0,10.51,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,SO,202050,3,9,0.045,4.5,32516,9.23,27.68,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,3,9.23,NA,4.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,SZ,202050,0,1,0,0,18585,0,5.38,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,TG,202050,2,9,0.044,4.3999999999999995,33911,5.9,26.54,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,2,5.9,NA,4.3999999999999995,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,TI,202050,0,15,0,0,37195,0,40.33,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-2.69,-100,-0.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,UR,202050,0,2,0,0,4458,0,44.86,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,VD,202050,0,43,0,0,105425,0,40.79,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,VS,202050,0,12,0,0,42868,0,27.99,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-2,-4.67,-100,-5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,ZG,202050,0,7,0,0,13426,0,52.14,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20 - 29,ZH,202050,5,58,0.023,2.3,187257,2.67,30.97,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,0,-0.20000000000000018,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,AG,202050,4,26,0.04,4,97368,4.11,26.7,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,1.03,33.3,-0.10000000000000053,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,AI,202050,0,0,0,0,2008,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,AR,202050,0,1,0,0,7132,0,14.02,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,BE,202050,2,40,0.013,1.3,141448,1.41,28.28,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-0.71,-33.3,-1.0999999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,BL,202050,0,13,0,0,35374,0,36.75,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,BS,202050,1,21,0.024,2.4,33539,2.98,62.61,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,0,0.3999999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,FL,202050,0,1,0,0,4967,0,20.13,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,FR,202050,2,18,0.08,8,44690,4.48,40.28,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,0,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,GE,202050,1,18,0.045,4.5,76120,1.31,23.65,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,1.31,NA,4.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,GL,202050,0,2,0,0,5559,0,35.98,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-17.99,-100,-8.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,GR,202050,1,11,0.042,4.2,25696,3.89,42.81,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,0,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,JU,202050,0,3,0,0,8640,0,34.72,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,LU,202050,2,10,0.05,5,59014,3.39,16.95,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,2,3.39,NA,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,NE,202050,0,4,0,0,22946,0,17.43,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,NW,202050,1,5,0.5,50,5460,18.32,91.58,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,18.32,NA,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,OW,202050,0,1,0,0,4908,0,20.37,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,SG,202050,0,15,0,0,71092,0,21.1,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-2,-2.81,-100,-2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,SH,202050,0,4,0,0,10984,0,36.42,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,-1,-9.1,-100,-5.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,SO,202050,4,18,0.06,6,37255,10.74,48.32,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,2,5.37,100,2.3000000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
30 - 39,SZ,202050,1,8,0.037,3.6999999999999997,21530,4.64,37.16,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-50,1,4.64,NA,3.6999999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
