altersklasse_covid19,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
70 - 79,FL,202112,0,17,NA,NA,3385,0,502.22,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,FR,202112,0,105,0,0,23665,0,443.69,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,GE,202112,0,114,0,0,36581,0,311.64,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,GL,202112,0,12,NA,NA,3615,0,331.95,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-1,-27.66,-100,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,GR,202112,1,45,1,100,19606,5.1,229.52,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,1,5.1,NA,100,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,JU,202112,0,13,NA,NA,6890,0,188.68,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,LU,202112,0,59,0,0,32315,0,182.58,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,NE,202112,0,72,0,0,15284,0,471.08,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,NW,202112,0,7,NA,NA,4236,0,165.25,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,OW,202112,0,6,NA,NA,3228,0,185.87,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,SG,202112,1,159,1,100,42703,2.34,372.34,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,1,2.34,NA,100,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,SH,202112,0,11,NA,NA,7758,0,141.79,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,SO,202112,0,40,NA,NA,24048,0,166.33,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-1,-4.16,-100,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,SZ,202112,0,43,NA,NA,13024,0,330.16,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,TG,202112,0,79,0,0,22373,0,353.1,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-1,-4.47,-100,-33.300000000000004,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,TI,202112,1,202,0.5,50,36178,2.76,558.35,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-1,-2.77,-50,-16.700000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,UR,202112,0,10,NA,NA,3418,0,292.57,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,VD,202112,1,192,0.083,8.3,60455,1.65,317.59,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-2,-3.31,-66.7,-14.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,VS,202112,1,144,1,100,31866,3.14,451.89,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,0,50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,ZG,202112,0,8,NA,NA,10107,0,79.15,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70 - 79,ZH,202112,4,224,0.333,33.300000000000004,118213,3.38,189.49,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,0,11.100000000000005,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,AG,202112,0,420,0,0,31821,0,1319.88,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-3,-9.43,-100,-37.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,AI,202112,0,13,NA,NA,952,0,1365.55,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,AR,202112,1,44,1,100,2971,33.66,1480.98,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,BE,202112,4,776,0.667,66.7,61530,6.5,1261.17,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,1,1.62,33.3,-8.299999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,BL,202112,1,170,0.5,50,19047,5.25,892.53,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,1,5.25,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,BS,202112,1,156,1,100,13218,7.57,1180.21,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,1,7.57,NA,100,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,FL,202112,0,33,NA,NA,1528,0,2159.69,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,FR,202112,1,287,1,100,12913,7.74,2222.57,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,1,7.74,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,GE,202112,2,556,0.667,66.7,25778,7.76,2156.88,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,2,7.76,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,GL,202112,0,39,NA,NA,2285,0,1706.78,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,GR,202112,0,105,0,0,11582,0,906.58,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,JU,202112,0,44,NA,NA,4510,0,975.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,LU,202112,2,212,0.667,66.7,21100,9.48,1004.74,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,1,4.74,100,-33.3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,NE,202112,2,238,1,100,10219,19.57,2329,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,NW,202112,0,13,NA,NA,2187,0,594.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,OW,202112,0,28,NA,NA,1937,0,1445.53,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,SG,202112,0,464,0,0,25881,0,1792.82,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-1,-3.86,-100,-50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,SH,202112,0,47,NA,NA,5190,0,905.59,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,SO,202112,0,201,NA,NA,15229,0,1319.85,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,SZ,202112,0,143,NA,NA,7600,0,1881.58,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,TG,202112,2,274,0.667,66.7,13053,15.32,2099.13,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,1,7.66,100,33.4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,TI,202112,1,587,0.5,50,24908,4.01,2356.67,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,0,16.699999999999996,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,UR,202112,0,27,NA,NA,2031,0,1329.39,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,VD,202112,9,710,0.75,75,38359,23.46,1850.93,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,0,5.800000000000011,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,VS,202112,0,457,0,0,18035,0,2533.96,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-1,-5.54,-100,-50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,ZG,202112,0,75,NA,NA,5847,0,1282.71,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80+,ZH,202112,6,951,0.5,50,75487,7.95,1259.82,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,-5,-6.62,-45.5,-11.100000000000001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,AG,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,AI,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,AR,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,BE,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,BL,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,BS,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,FL,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,FR,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,GE,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,GL,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,GR,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,JU,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,LU,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,NE,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,NW,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,OW,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,SG,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,SH,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,SO,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,SZ,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,TG,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,TI,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,UR,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,VD,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,VS,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,ZG,202112,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,ZH,202112,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-12,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,AG,202113,0,1,0,0,71486,0,1.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,AI,202113,0,0,NA,NA,1763,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,AR,202113,0,0,NA,NA,5944,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,BE,202113,0,0,0,0,101287,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,BL,202113,0,0,0,0,27527,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,BS,202113,0,0,NA,NA,18565,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,FL,202113,0,0,NA,NA,4056,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,FR,202113,0,0,0,0,35588,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,GE,202113,0,0,0,0,52912,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,GL,202113,0,0,NA,NA,3943,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,GR,202113,0,0,NA,NA,17435,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,JU,202113,0,0,NA,NA,7259,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,LU,202113,0,0,0,0,43077,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,NE,202113,0,0,0,0,17682,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,NW,202113,0,0,NA,NA,3889,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,OW,202113,0,0,NA,NA,3806,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,SG,202113,0,1,0,0,52827,0,1.89,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,SH,202113,0,0,0,0,7782,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,SO,202113,0,0,0,0,26649,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,SZ,202113,0,0,0,0,15589,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,TG,202113,0,0,0,0,29232,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,TI,202113,0,0,0,0,29500,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,UR,202113,0,0,0,0,3563,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,VD,202113,0,0,0,0,86781,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,VS,202113,0,0,0,0,33397,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,ZG,202113,0,0,NA,NA,13206,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,ZH,202113,0,0,0,0,162354,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,AG,202113,0,0,0,0,67323,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,AI,202113,0,0,NA,NA,1642,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,AR,202113,0,0,NA,NA,5254,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,BE,202113,0,0,0,0,96454,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,BL,202113,0,0,0,0,27931,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,BS,202113,0,0,NA,NA,15404,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,FL,202113,0,0,NA,NA,3920,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,FR,202113,0,0,0,0,35792,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,GE,202113,0,0,0,0,53165,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,GL,202113,0,0,NA,NA,3848,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,GR,202113,0,0,NA,NA,17946,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,JU,202113,0,0,NA,NA,8058,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,LU,202113,0,1,0,0,40737,0,2.45,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,-1,-2.45,-100,-33.300000000000004,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,NE,202113,0,0,0,0,19307,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,NW,202113,0,0,NA,NA,3909,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,OW,202113,0,0,NA,NA,3784,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,SG,202113,0,0,0,0,51757,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,SH,202113,0,0,0,0,7621,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,SO,202113,0,0,0,0,25703,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,SZ,202113,0,0,0,0,15355,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,TG,202113,0,0,0,0,27381,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,TI,202113,0,0,0,0,33625,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,UR,202113,0,0,0,0,3794,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-13,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
