altersklasse_covid19,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
10 - 19,SG,202026,0,0,NA,NA,51757,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,SH,202026,0,0,NA,NA,7621,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,SO,202026,0,0,NA,NA,25703,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,SZ,202026,0,0,NA,NA,15355,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,TG,202026,0,0,NA,NA,27381,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,TI,202026,0,0,NA,NA,33625,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,UR,202026,0,0,NA,NA,3794,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,VD,202026,0,0,0,0,89543,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,VS,202026,0,0,NA,NA,34386,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,ZG,202026,0,0,NA,NA,12695,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,ZH,202026,0,0,NA,NA,141741,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,AG,202026,0,0,NA,NA,81244,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,AI,202026,0,0,NA,NA,2104,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,AR,202026,0,0,NA,NA,6318,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,BE,202026,0,0,NA,NA,119810,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,BL,202026,0,0,NA,NA,30548,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,BS,202026,0,0,NA,NA,23685,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,FL,202026,0,0,NA,NA,4509,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,FR,202026,0,0,NA,NA,42682,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,GE,202026,0,0,NA,NA,65068,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,GL,202026,0,0,NA,NA,4836,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,GR,202026,0,0,NA,NA,22953,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,JU,202026,0,0,NA,NA,9124,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,LU,202026,0,0,NA,NA,54054,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,NE,202026,0,0,NA,NA,22089,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,NW,202026,0,0,NA,NA,4884,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,OW,202026,0,0,NA,NA,4413,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,SG,202026,0,0,NA,NA,66380,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,SH,202026,0,0,NA,NA,9517,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,SO,202026,0,0,NA,NA,32516,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,SZ,202026,0,0,NA,NA,18585,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,TG,202026,0,0,NA,NA,33911,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,TI,202026,0,0,NA,NA,37195,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,UR,202026,0,0,NA,NA,4458,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,VD,202026,0,0,0,0,105425,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,VS,202026,0,0,NA,NA,42868,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,ZG,202026,0,0,NA,NA,13426,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,ZH,202026,0,0,NA,NA,187257,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,AG,202026,0,1,NA,NA,97368,0,1.03,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,AI,202026,0,0,NA,NA,2008,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,AR,202026,0,0,NA,NA,7132,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,BE,202026,0,0,NA,NA,141448,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,BL,202026,0,0,NA,NA,35374,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,BS,202026,0,0,NA,NA,33539,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,FL,202026,0,0,NA,NA,4967,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,FR,202026,0,0,NA,NA,44690,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,GE,202026,0,2,NA,NA,76120,0,2.63,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,GL,202026,0,0,NA,NA,5559,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,GR,202026,0,0,NA,NA,25696,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,JU,202026,0,0,NA,NA,8640,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,LU,202026,0,0,NA,NA,59014,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,NE,202026,0,0,NA,NA,22946,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,NW,202026,0,0,NA,NA,5460,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,OW,202026,0,0,NA,NA,4908,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,SG,202026,0,0,NA,NA,71092,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,SH,202026,0,0,NA,NA,10984,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,SO,202026,0,0,NA,NA,37255,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,SZ,202026,0,1,NA,NA,21530,0,4.64,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,TG,202026,0,0,NA,NA,39138,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,TI,202026,0,0,NA,NA,39922,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,UR,202026,0,0,NA,NA,4490,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,VD,202026,0,1,0,0,116644,0,0.86,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,VS,202026,0,0,NA,NA,45872,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,ZG,202026,0,0,NA,NA,18383,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,ZH,202026,0,0,NA,NA,253964,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,AG,202026,0,1,NA,NA,94902,0,1.05,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,AI,202026,0,0,NA,NA,2002,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,AR,202026,0,0,NA,NA,7075,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,BE,202026,0,0,NA,NA,137708,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,BL,202026,0,0,NA,NA,39007,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,BS,202026,0,0,NA,NA,26859,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,FL,202026,0,0,NA,NA,5499,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,FR,202026,0,0,NA,NA,45232,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,GE,202026,0,0,NA,NA,76190,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,GL,202026,0,0,NA,NA,5149,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,GR,202026,0,1,NA,NA,26347,0,3.8,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,JU,202026,0,0,NA,NA,9160,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,LU,202026,0,0,NA,NA,55340,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,NE,202026,0,0,NA,NA,24822,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,NW,202026,0,0,NA,NA,5612,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,OW,202026,0,0,NA,NA,5030,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,SG,202026,0,0,NA,NA,66235,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,SH,202026,0,0,NA,NA,10434,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,SO,202026,0,0,NA,NA,35831,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,SZ,202026,0,1,NA,NA,22712,0,4.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,TG,202026,0,0,NA,NA,36766,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,TI,202026,0,2,NA,NA,50723,0,3.94,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,UR,202026,0,0,NA,NA,4775,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,VD,202026,0,0,0,0,117016,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,VS,202026,0,0,NA,NA,45748,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,ZG,202026,0,0,NA,NA,19414,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,ZH,202026,0,0,NA,NA,228236,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,AG,202026,0,1,NA,NA,106964,0,0.93,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,-1,-0.93,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,AI,202026,0,0,NA,NA,2441,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,AR,202026,0,0,NA,NA,8854,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,BE,202026,0,1,NA,NA,156601,0,0.64,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,BL,202026,0,2,NA,NA,45905,0,4.36,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,BS,202026,0,0,NA,NA,27696,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,FL,202026,0,0,NA,NA,6072,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,FR,202026,0,1,NA,NA,48107,0,2.08,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,GE,202026,0,11,NA,NA,71485,0,15.39,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,GL,202026,0,0,NA,NA,6217,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,GR,202026,0,2,NA,NA,31658,0,6.32,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,JU,202026,0,0,NA,NA,10899,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,LU,202026,0,2,NA,NA,62117,0,3.22,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,NE,202026,0,1,NA,NA,25447,0,3.93,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,NW,202026,0,0,NA,NA,7265,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,OW,202026,0,0,NA,NA,6131,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,SG,202026,0,2,NA,NA,76499,0,2.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,SH,202026,0,1,NA,NA,12774,0,7.83,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,SO,202026,0,1,NA,NA,43861,0,2.28,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,SZ,202026,0,1,NA,NA,26942,0,3.71,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,TG,202026,0,1,NA,NA,44638,0,2.24,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,TI,202026,0,6,NA,NA,57478,0,10.44,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,UR,202026,0,0,NA,NA,5504,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,VD,202026,0,2,0,0,113315,0,1.76,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,VS,202026,0,4,NA,NA,52601,0,7.6,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,ZG,202026,0,0,NA,NA,20806,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,ZH,202026,0,5,NA,NA,220632,0,2.27,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,AG,202026,0,4,NA,NA,79161,0,5.05,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,AI,202026,0,0,NA,NA,1884,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,AR,202026,0,0,NA,NA,7030,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,BE,202026,0,10,NA,NA,125570,0,7.96,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,BL,202026,0,2,NA,NA,35126,0,5.69,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,BS,202026,0,5,NA,NA,20767,0,24.08,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,FL,202026,0,0,NA,NA,4811,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
